,Area_sq.ft,Price,Price_per_sq.ft,Locality,Booking_start,Agent_Name,Direction,parking,Type_BHK,Type_Of_House
16699,1131,88.0,7781,Bachupally        ,19,Shadanan Bole,east,Yes,2BHK,Apartment
16700,1999,154.0,7751,Mokila        ,19,Prabhu.Sjp,east,No,3BHK,Apartment
16701,1408,114.0,8125,Nagole        ,19,Santoshkoshe,east,Yes,3BHK,Apartment
16702,1087,58.41,5374,Nallagandla        ,19,Vijee A,east,Yes,2BHK,Apartment
16703,1632,172.0,10565,Nallagandla        ,19,Sudeep,east,Yes,3BHK,Apartment
16704,1837,156.0,8502,Yapral        ,19,Javed Hashmat,north east,Yes,3BHK,Apartment
16705,1346,152.0,11315,Nallagandla        ,19,Getsatendra,north east,No,3BHK,Apartment
16706,2383,268.0,11275,Kokapet        ,19,Tanveer,north,Yes,4BHK,Apartment
16707,1155,106.0,9191,Kokapet        ,19,Neha Singh,east,Yes,2BHK,Apartment
16708,981,79.72,8127,Nallagandla        ,19,Maraku Ra,north east,Yes,3BHK,Apartment
16709,2174,176.0,8124,LB Nagar        ,19,Suhas S,east,No,3BHK,Apartment
16710,1112,105.0,9442,Tellapur        ,8,SR Reddy,east,Yes,2BHK,Apartment
16711,1494,53.41,3575,Muthangi        ,24,Ratesh,east,No,3BHK,Apartment
16712,1186,76.15,6421,Panchsheel Enclave-Jeedimetla        ,2,Nidha.Naweaz,north east,Yes,2BHK,Apartment
16713,1088,83.61,7685,Tellapur        ,30,Ramprasad,east,No,2BHK,Apartment
16714,1980,35.2,1778,Vijayawada Highway        ,16,gangaram4761,south,UnKnown,Plot,Plot
16715,1109,88.7,7999,Bachupally        ,19,Ajaykalura,east,Yes,2BHK,Apartment
16716,1346,124.0,9257,Nallagandla        ,19,Harsh Engineer,east,No,3BHK,Apartment
16717,1100,90.75,8250,Narsingi        ,19,Rajagopal,west,No,2BHK,Apartment
16718,1263,83.66,6624,Bachupally        ,19,Meenadfcv,east,No,3BHK,Apartment
16719,1352,98.28,7270,Gundlapochampalli        ,19,Sidda,north,Yes,3BHK,Apartment
16720,982,40.17,4091,Muthangi        ,19,Sudhir Kuppanda,east,Yes,2BHK,Apartment
16721,1100,58.5,5318,Yapral        ,19,Pooja Mahto,north,No,2BHK,Apartment
16722,919,65.77,7157,Narsingi        ,19,Manjunatha Gowda,east,Yes,2BHK,Apartment
16723,1206,104.0,8690,Puppalaguda        ,19,Shirlyaero,east,Yes,2BHK,Apartment
16724,2112,120.0,5727,Pocharam        ,19,Karthi Keya,north,No,3BHK,Apartment
16725,1938,129.0,6682,Singareni Colony        ,11,Gangashree,east,Yes,4BHK,Apartment
16726,1026,150.0,14620,Nanakramguda        ,23,Vinod Gupta,north east,No,2BHK,Apartment
16727,1172,56.4,4813,Nizampet Road        ,23,Meenal Jain,east,No,3BHK,Apartment
16728,1656,96.8,5845,Sai Priya Colony        ,24,Mayankpersonaldata,east,Yes,3BHK,Apartment
16729,1505,76.52,5085,Dundigal        ,24,G.Dharanrao,north,Yes,3BHK,Apartment
16730,1600,140.0,8800,Ambedkar Nagar-Film Nagar        ,24,Subbaiah Karthikeyan,north east,No,3BHK,Apartment
16731,1280,72.0,5625,Swathi Avenue        ,24,Bhavya Mehta,north east,No,3BHK,Apartment
16732,2240,221.0,9900,Mansoorabad        ,24,Harish Kumar,east,Yes,3BHK,Apartment
16733,920,60.03,6525,PNR Colony        ,24,Preeti Desai,east,Yes,3BHK,Apartment
16734,960,75.24,7838,HUDA Layout-Nalagandla        ,24,Arnav Chatterjee,north,Yes,2BHK,Apartment
16735,1840,258.0,14065,Gulshan Colony        ,24,Sapna Reddy,north east,Yes,3BHK,Apartment
16736,2088,265.0,12711,Paramount Hills        ,24,Puja Singh,east,Yes,3BHK,Apartment
16737,1115,75.27,6751,Vasavi Colony        ,24,Uma Singh,east,Yes,3BHK,Apartment
16738,1321,66.86,5062,Bachupally        ,24,Jitendra Desai,north east,Yes,3BHK,Apartment
16739,932,87.14,9350,Nagarjuna Sagar Road        ,24,Ishaan Kapoor,east,Yes,2BHK,Apartment
16740,1884,177.0,9395,Tellapur        ,8,SR Reddy,south,Yes,3BHK,Apartment
16741,1148,78.4,6829,Nagole        ,10,Mirnalini,north,No,2BHK,Apartment
16742,2700,315.0,11667,Sai Baba Officers Colony        ,2,Niraj Gupta,east,No,4BHK,Villa
16743,1004,120.0,11952,Vanasthalipuram        ,4,Vimirshaya,west,Yes,4BHK,Villa
16744,1496,72.07,4818,Bairamalguda        ,24,Govardhan Mukkerla,east,No,3BHK,Apartment
16745,1226,107.0,8793,Akbarbagh        ,24,Sonia Mishra,west,Yes,3BHK,Apartment
16746,1184,88.0,7432,Sahib Abad        ,24,Suraj Patel,east,No,3BHK,Apartment
16747,1200,67.5,5625,Nirmal Nagar        ,24,Suresh Sharma,north east,Yes,3BHK,Apartment
16748,1325,79.2,5977,Bharat Nagar Colony-Kapra        ,24,Anaya Singh,north east,Yes,3BHK,Apartment
16749,1194,80.62,6752,Mamatha Nagar Colony        ,24,Rajesh Verma,east,Yes,3BHK,Apartment
16750,1532,89.62,5850,S V B S Nagar Colony        ,24,Piyush Mehta,east,No,3BHK,Apartment
16751,2088,265.0,12711,Jai Hind Nagar Colony        ,24,Yogesh Sethi,north,Yes,3BHK,Apartment
16752,1260,73.71,5850,St Michael Colony        ,24,Gopal Joshi,north,Yes,3BHK,Apartment
16753,853,64.49,7561,Gandhi Nagar-Kapra        ,24,Priya Verma,east,No,3BHK,Apartment
16754,2065,193.0,9350,Jawahar Nagar Colony        ,24,Shekhar,north east,Yes,4BHK,Apartment
16755,1500,99.0,6600,Nagole        ,24,Rani,north,Yes,3BHK,Apartment
16756,1535,93.94,6120,Omkar Nagar        ,24,V K Sumaa,east,No,3BHK,Apartment
16757,1840,258.0,14065,Vinayak Nagar Colony-Shaikpet        ,24,Sonia Joshi,east,Yes,3BHK,Apartment
16758,1200,82.5,6875,Laxmipuri        ,24,Yuvraj Dubey,north east,Yes,3BHK,Apartment
16759,1400,135.0,9643,Aziz Bagh Colony        ,24,Vijay Joshi,north,Yes,3BHK,Apartment
16760,1547,115.0,7482,Bank Colony-Hastinapuram        ,24,Divya Reddy,south,No,3BHK,Apartment
16761,1466,120.0,8252,Imam Guda        ,24,Sujay Dubey,east,Yes,3BHK,Apartment
16762,880,74.25,8438,Sri Nagar Colony-Ramanthapur        ,24,Swati Patel,east,Yes,2BHK,Apartment
16763,928,83.6,9009,Bachupally        ,24,Akash Patel,north,Yes,2BHK,Apartment
16764,1320,84.64,6413,Fair Lands        ,24,Alka Sharma,east,Yes,3BHK,Apartment
16765,1016,76.83,7563,Gandhi Nagar-Kushaiguda        ,24,Namita Verma,east,Yes,3BHK,Apartment
16766,3379,304.0,9001,Devender Colony        ,24,Sapna Jain,east,Yes,4BHK,Apartment
16767,1512,141.0,9350,Padmavathi Nagar-Hastinapuram        ,24,Inderjit Sharma,east,No,3BHK,Apartment
16768,1440,114.0,7944,Jayaram Nagar        ,24,Jitendra Rao,east,Yes,3BHK,Apartment
16769,949,62.3,6566,Venkatapuram        ,24,Manju Mishra,north east,No,2BHK,Apartment
16770,1850,191.0,10371,KPHB        ,7,Ramana,east,Yes,3BHK,Apartment
16771,1098,54.35,4950,APHB Colony-Moula Ali        ,19,Shankarrao,north east,Yes,2BHK,Apartment
16772,1470,112.0,7650,Balkampet        ,24,Shabari,east,Yes,3BHK,Apartment
16773,754,38.13,5058,Nagole        ,12,Rogini,east,Yes,2BHK,Apartment
16774,1890,141.0,7480,Ganesh Nagar Colony-Vanasthalipuram        ,2,Charan,east,Yes,3BHK,Apartment
16775,928,83.6,9009,Bachupally        ,24,Akash Patel,east,Yes,2BHK,Apartment
16776,3379,304.0,9001,Devender Colony        ,24,Sapna Jain,west,Yes,4BHK,Apartment
16777,1512,141.0,9350,Padmavathi Nagar-Hastinapuram        ,24,Inderjit Sharma,east,Yes,3BHK,Apartment
16778,1440,114.0,7944,Jayaram Nagar        ,24,Jitendra Rao,east,No,3BHK,Apartment
16779,728,42.58,5850,Jaya Nagar        ,24,Lalit Gupta,west,Yes,2BHK,Apartment
16780,1493,98.53,6600,Surya Nagar-Uppal        ,24,Kislai Prasad,south,Yes,3BHK,Apartment
16781,1535,114.0,7480,Venkateswara Colony-Hastinapuram        ,24,Neha Singh,north,No,3BHK,Apartment
16782,1496,72.07,4818,Vinayakanagar Colony        ,24,Utkarsh,north east,No,3BHK,Apartment
16783,1500,99.0,6600,Nagole        ,24,Rani,east,Yes,3BHK,Apartment
16784,2065,193.0,9350,Jawahar Nagar Colony        ,24,Shekhar,east,No,4BHK,Apartment
16785,1535,114.0,7480,Panchayatiraj Teachers Colony        ,24,Rajesh.Singhd,north east,No,3BHK,Apartment
16786,1535,93.94,6120,Omkar Nagar        ,24,V K Sumaa,east,Yes,3BHK,Apartment
16787,1535,93.94,6120,Laxmi Narashima Puram Colony        ,24,Tanveer,north east,Yes,3BHK,Apartment
16788,1226,88.2,7194,Kalyan Nagar        ,24,Hina Sinha,east,No,3BHK,Apartment
16789,1390,151.0,10868,Gopalnagar Society        ,24,Anjana Malhotra,east,Yes,3BHK,Apartment
16790,1048,94.32,9000,Raghava Colony        ,24,Radhika Patel,east,Yes,2BHK,Apartment
16791,1547,141.0,9145,Sachivalaya Nagar        ,24,Ruchi Singh,east,No,3BHK,Apartment
16792,1840,258.0,14065,Jai Hind Nagar Colony        ,24,Shrikant Sharma,east,Yes,3BHK,Apartment
16793,1244,112.0,9075,Sevalal Nagar        ,24,Kalpana Sinha,east,Yes,2BHK,Apartment
16794,1028,120.0,11688,Minister Road        ,24,Jyotsna Thakur,east,Yes,2BHK,Apartment
16795,728,52.05,7150,Laxminagar Colony-Saidabad        ,24,Ankita Singh,north east,Yes,2BHK,Apartment
16796,832,62.92,7563,CG Employees Colony        ,24,Radhika Verma,east,Yes,2BHK,Apartment
16797,1142,90.0,7881,Prasanthi Hill Phase 2        ,24,Shreya Khan,east,Yes,3BHK,Apartment
16798,1879,249.00000000000003,13281,Hafeezpet        ,24,Sanjay Kumar,east,No,3BHK,Apartment
16799,880,74.25,8438,Pragathi Nagar-Ramanthapur        ,24,Sujay Reddy,east,Yes,2BHK,Apartment
16800,1647,29.28,1778,Sultanpur        ,3,Mazhar Ullah,east,UnKnown,Plot,Plot
16801,1350,19.5,1444,Kadthal        ,11,Bina Iyer,east,UnKnown,Plot,Plot
16802,1348,144.0,10682,Nanakramguda        ,11,Kajish,east,No,3BHK,Apartment
16803,1938,129.0,6682,Singareni Colony        ,11,Gangashree,east,Yes,4BHK,Apartment
16804,1142,110.0,9632,Abhyudaya Nagar-Chintalakunta        ,24,Utkarsh Patel,north east,Yes,3BHK,Apartment
16805,920,60.03,6525,PNR Colony        ,24,Preeti Desai,east,Yes,3BHK,Apartment
16806,1280,72.0,5625,Swathi Avenue        ,24,Bhavya Mehta,east,Yes,3BHK,Apartment
16807,2240,221.0,9900,Mansoorabad        ,24,Harish Kumar,north,No,3BHK,Apartment
16808,960,75.24,7838,HUDA Layout-Nalagandla        ,24,Arnav Chatterjee,east,No,2BHK,Apartment
16809,1280,140.0,11000,Brindavan Colony-Hakimpet        ,24,Simran Kumar,east,Yes,3BHK,Apartment
16810,1520,125.0,8250,Laxmi Arcade        ,24,Rajesh Verma,east,No,3BHK,Apartment
16811,1006,48.68,4839,Giani Zail Singh Nagar        ,24,Alok Joshi,east,Yes,2BHK,Apartment
16812,1080,117.0,10865,Khanamet        ,24,Aarav Joshi,north,Yes,2BHK,Apartment
16813,1000,115.0,11550,Model Colony        ,24,Babita Chauhan,east,Yes,2BHK,Apartment
16814,1505,76.52,5085,Dundigal        ,24,G.Dharanrao,east,Yes,3BHK,Apartment
16815,1600,140.0,8800,Ambedkar Nagar-Film Nagar        ,24,Subbaiah Karthikeyan,north east,Yes,3BHK,Apartment
16816,1656,96.8,5845,Sai Priya Colony        ,24,Mayankpersonaldata,east,Yes,3BHK,Apartment
16817,1226,88.2,7194,Kalyan Nagar        ,24,Hina Sinha,east,No,3BHK,Apartment
16818,1032,99.33,9625,Vigyanpuri Colony        ,24,Pradeep Rao,west,Yes,2BHK,Apartment
16819,1811,105.0,5851,Uppari Basthi        ,24,Priya Kapoor,west,Yes,4BHK,Apartment
16820,1712,113.0,6638,Dattatreya Nagar-Mallapur        ,24,Shrikant Verma,east,Yes,4BHK,Apartment
16821,1110,56.21,5064,Whisper Valley-Nizampet        ,24,Mohan Singh,north,Yes,2BHK,Apartment
16822,2158,178.0,8252,Sri Durga Estates        ,24,Chaitanya Sharma,east,No,3BHK,Apartment
16823,1512,141.0,9350,Venkateswara Colony-Hastinapuram        ,24,Deepak Singh,east,Yes,3BHK,Apartment
16824,1040,70.2,6750,Shalivahana Nagar        ,24,Rakesh Singh,east,Yes,2BHK,Apartment
16825,853,64.49,7561,Siddhartha Nagar        ,24,Sonia Bhatia,north east,No,3BHK,Apartment
16826,902,86.9,9634,NGO Colony        ,24,Anaya Rao,north east,No,2BHK,Apartment
16827,960,75.6,7875,Secretariat Employees Colony        ,24,Manju Saxena,east,Yes,2BHK,Apartment
16828,1048,115.0,11000,OU Colony        ,24,Bindu Singh,east,No,2BHK,Apartment
16829,1270,113.0,8921,Asmangarh        ,24,Gitanjali Agarwal,north east,Yes,3BHK,Apartment
16830,1850,191.0,10371,KPHB        ,7,Ramana,east,Yes,3BHK,Apartment
16831,1656,115.0,6944,Hafeezpet        ,25,Sushma,east,Yes,3BHK,Apartment
16832,728,52.05,7150,Madhav Nagar        ,24,Sohan Gupta,east,Yes,2BHK,Apartment
16833,1285,98.3,7650,Sindhi Colony        ,2,Shoba,east,No,2BHK,Apartment
16834,1800,52.0,2889,Patancheru        ,21,vanivas1017,north east,UnKnown,Plot,Plot
16835,2240,221.0,9900,Mansoorabad        ,24,Harish Kumar,east,No,3BHK,Apartment
16836,1280,140.0,11000,Brindavan Colony-Hakimpet        ,24,Simran Kumar,east,No,3BHK,Apartment
16837,1520,125.0,8250,Laxmi Arcade        ,24,Rajesh Verma,north east,Yes,3BHK,Apartment
16838,1080,117.0,10865,Khanamet        ,24,Aarav Joshi,north east,Yes,2BHK,Apartment
16839,1000,115.0,11550,Model Colony        ,24,Babita Chauhan,north east,No,2BHK,Apartment
16840,1006,48.68,4839,Giani Zail Singh Nagar        ,24,Alok Joshi,south,Yes,2BHK,Apartment
16841,800,36.0,4500,Devender Nagar        ,24,Vishal Patel,east,Yes,2BHK,Apartment
16842,2720,220.00000000000003,8100,Ganesh Nagar Colony-Vanasthalipuram        ,24,Sapna Verma,north,Yes,4BHK,Apartment
16843,1547,115.0,7482,Valmiki Ambedkar Awas Yojana        ,24,Radhika Joshi,west,No,3BHK,Apartment
16844,1244,112.0,9075,Khanamet        ,24,Pankaj Verma,east,Yes,2BHK,Apartment
16845,1184,72.0,6081,Sahib Abad        ,24,Gaurav Chatterjee,east,Yes,3BHK,Apartment
16846,1228,103.0,8438,D D Colony        ,24,Chandra Patel,east,No,3BHK,Apartment
16847,960,125.0,13043,Qutub Shahi Tombs        ,24,Reena Kapoor,north east,Yes,2BHK,Apartment
16848,1368,72.0,5263,Maheshwaram        ,21,Srinath Canumalla,east,Yes,2BHK,Villa
16849,2093,131.0,6264,Maheshwaram        ,21,Venkatesh N,north east,Yes,3BHK,Villa
16850,1499,76.0,5070,Maheshwaram        ,21,Paru,north,No,2BHK,Villa
16851,1910,128.0,6702,Kompally        ,27,subrahmanyam,north east,No,3BHK,Apartment
16852,3382,450.0,13306,Yapral        ,11,Uma Sharma,east,No,4BHK,Villa
16853,1440,75.6,5250,Ghatkesar        ,11,Anand Desai,north east,Yes,3BHK,Villa
16854,1038,58.34,5621,Bachupally        ,21,Gishen,east,No,2BHK,Apartment
16855,972,70.49,7253,Jeedimetla        ,21,Girish G,south,Yes,3BHK,Apartment
16856,1354,67.71,5001,Muthangi        ,21,Ganesh Kulanthay,east,No,3BHK,Apartment
16857,1074,48.8,4544,Athvelly        ,21,Deyanika,east,Yes,2BHK,Apartment
16858,1910,157.0,8248,Narsingi        ,21,Irshad Khan,east,No,3BHK,Apartment
16859,1901,270.0,14203,Kollur        ,21,Devender Singh,east,Yes,3BHK,Villa
16860,1112,105.0,9442,Tellapur        ,8,SR Reddy,east,No,2BHK,Apartment
16861,685,38.16,5571,Secretariat Employees Colony        ,11,Baikuntha,north east,No,2BHK,Apartment
16862,1525,59.02,3870,Saraswathi Nagar-Alwal        ,19,Hemlata,east,Yes,3BHK,Apartment
16863,1082,100.0,9242,Bachupally        ,16,Full basket Property services pvt limited,east,Yes,3BHK,Apartment
16864,1284,79.65,6203,Rock Town Colony        ,11,Akanksha,south,No,3BHK,Apartment
16865,1122,98.91,8816,Narsingi        ,21,Kanimera,east,Yes,2BHK,Apartment
16866,1558,92.04,5908,Yapral        ,21,Ciyahini,east,No,3BHK,Apartment
16867,1654,141.0,8525,Kondapur        ,21,Choudharysaif,east,Yes,3BHK,Apartment
16868,1099,75.56,6876,Gajularamaram        ,21,Hemant Agarwal,north,Yes,2BHK,Apartment
16869,1096,90.88,8292,Hafeezpet        ,21,Finiashwari,east,No,2BHK,Apartment
16870,1109,73.08,6590,Karmanghat        ,21,Farnklinbenjamin,north,Yes,2BHK,Apartment
16871,1804,135.0,7500,Sainikpuri        ,21,Gitanjali Chauhan,east,Yes,3BHK,Apartment
16872,1531,125.0,8183,Shaikpet        ,21,Ekanga,east,Yes,3BHK,Apartment
16873,1122,109.0,9796,Narsingi        ,21,Etsudo,north east,Yes,2BHK,Apartment
16874,1056,125.0,11858,Shaikpet        ,21,Durai,east,No,2BHK,Apartment
16875,2785,343.0,12347,Kondapur        ,21,Gangalakshmi,east,No,4BHK,Apartment
16876,1712,113.0,6646,Ramanthapur        ,21,Karan Sabharwal,west,No,3BHK,Apartment
16877,1096,81.79,7463,Hafeezpet        ,21,Karan Patel,east,Yes,2BHK,Apartment
16878,5812,908.0,15626,Jubilee Hills        ,21,Harshul,east,No,4BHK,Apartment
16879,2653,355.0,13408,Bachupally        ,21,Kari,east,Yes,4BHK,Villa
16880,1281,76.0,5933,Bandlaguda Jagir        ,21,Kalindi,north,Yes,3BHK,Apartment
16881,968,57.41,5931,Kondapur        ,21,Jaleh,east,Yes,2BHK,Apartment
16882,1535,126.0,8250,Ganga Nagar-Amberpet        ,19,Uday Sharma,north,No,3BHK,Apartment
16883,801,48.46,6050,Narayana Puri Colony        ,19,Tanaji,east,No,2BHK,Apartment
16884,1346,138.0,10286,Nallagandla        ,19,Ranjitpatra Ranjit Patra,east,Yes,3BHK,Apartment
16885,2123,159.0,7497,Bachupally        ,19,Amte Amol Sudhir,east,Yes,3BHK,Apartment
16886,1769,217.0,12267,Nanakramguda        ,19,Surajkumar,north east,Yes,3BHK,Apartment
16887,1184,110.0,9372,Kokapet        ,19,Sapphire,east,Yes,2BHK,Apartment
16888,1426,80.19,5623,Gundlapochampally        ,19,Reena Makwana,north east,Yes,3BHK,Apartment
16889,1745,130.0,7500,Kompally        ,19,Ashok Reddy Anamareddy,east,No,3BHK,Apartment
16890,1800,50.0,2778,Kandi        ,3,venkat,north east,UnKnown,Plot,Plot
16891,1491,93.18,6249,Narapally        ,28,Stalin,north,Yes,3BHK,Apartment
16892,920,59.45,6463,Rodamestri Nagar        ,17,Aarav Sinha,east,No,2BHK,Apartment
16893,2093,131.0,6264,Maheshwaram        ,28,Srivar,north,No,3BHK,Villa
16894,1493,98.53,6600,Kothapet        ,19,Vijay Iyer,east,No,3BHK,Apartment
16895,1745,130.0,7500,Kompally        ,19,Ashok Reddy Anamareddy,east,Yes,3BHK,Apartment
16896,3599,441.0,12272,Patighanpur        ,19,Jaffaraliali.Ja,east,Yes,4BHK,Apartment
16897,510,30.27,5936,Sainikpuri        ,19,Nandini,east,Yes,2BHK,Apartment
16898,2200,169.0,7700,Satya Nagar        ,19,Shankarrao,west,Yes,4BHK,Villa
16899,1344,76.87,5720,Tirumala Hill Colony        ,19,Ashu,east,No,3BHK,Apartment
16900,4488,429.0,9574,Kokapet        ,19,Mohamed Shafi,east,Yes,4BHK,Villa
16901,3382,333.0,9875,Kismatpur        ,19,Ravindra,east,Yes,4BHK,Villa
16902,1346,90.27,6707,Nacharam        ,19,Shukla.Awadh,east,Yes,3BHK,Apartment
16903,1104,106.0,9606,Nallagandla        ,19,Pankaj Deole,east,Yes,2BHK,Apartment
16904,1536,113.0,7389,Hafeezpet        ,19,Madhushreepawar,east,No,3BHK,Apartment
16905,2108,136.0,6476,Mokila        ,19,Suman Kaushal,east,Yes,3BHK,Apartment
16906,880,48.0,5455,Himayat Nagar        ,19,Kishor Shah,east,Yes,2BHK,Apartment
16907,906,39.24,4332,Isnapur        ,19,Lakshman,east,No,2BHK,Apartment
16908,1384,104.0,7551,Amberpet        ,19,Rehmat.Pattan,west,Yes,3BHK,Apartment
16909,1452,127.0,8750,Kokapet        ,19,Chetri,north,Yes,3BHK,Apartment
16910,999,83.6,8368,Madinaguda        ,19,Raji,east,No,2BHK,Apartment
16911,1056,72.6,6875,Gandipet        ,19,Mariappan,east,Yes,2BHK,Apartment
16912,1641,67.69,4126,Kollur        ,19,Pragathi,east,Yes,2BHK,Apartment
16913,3168,376.0,11875,Kondapur        ,19,Adarsh,east,No,3BHK,Apartment
16914,2099,424.0,20229,Patighanpur        ,19,Jayesh Nair,east,Yes,4BHK,Apartment
16915,1188,127.0,10761,Narsingi        ,19,Asha,north east,Yes,3BHK,Apartment
16916,1500,105.0,7002,Quthbullapur        ,19,Sowmya,north east,No,3BHK,Apartment
16917,2341,292.0,12498,Narsingi        ,19,Omprakash,north east,Yes,3BHK,Apartment
16918,1175,95.45,8124,Kokapet        ,19,Sagar V Das,north east,Yes,3BHK,Apartment
16919,2297,291.0,12710,Shaikpet        ,19,Lakshmi Narayan,north,Yes,3BHK,Apartment
16920,1850,191.0,10371,KPHB        ,7,Ramana,south,Yes,3BHK,Apartment
16921,510,33.64,6596,Sainikpuri        ,19,Banwel,east,Yes,2BHK,Apartment
16922,1200,125.0,10435,Virasat Nagar        ,2,Sharmi Prabu,north east,Yes,2BHK,Apartment
16923,1284,94.5,7360,Kantivanam Colony        ,11,Saju,east,No,3BHK,Apartment
16924,2115,237.0,11231,Nanakramguda        ,11,Kindujan,east,No,4BHK,Apartment
16925,4109,560.0,13635,Kompally        ,19,Sunil Yadav,north east,Yes,4BHK,Villa
16926,1760,149.0,8500,Mallampet        ,19,Mr Jogdeo,north east,Yes,3BHK,Villa
16927,4469,571.0,12785,Somajiguda        ,19,Soib,north,Yes,4BHK,Apartment
16928,1449,72.46,5001,Peerzadiguda        ,19,Badri,west,Yes,3BHK,Apartment
16929,999,76.0,7608,Madinaguda        ,19,Vadradha,north,Yes,2BHK,Apartment
16930,1003,66.12,6592,Jeedimetla        ,19,Sabir,east,No,2BHK,Apartment
16931,1104,116.0,10566,Nallagandla        ,19,Ram,north east,Yes,2BHK,Apartment
16932,3599,539.0,15000,Patighanpur        ,19,Kumarswamy,east,Yes,4BHK,Apartment
16933,880,52.8,6000,Himayat Nagar        ,19,Dheeraj Agarwal,east,Yes,2BHK,Apartment
16934,1298,85.99,6625,Bachupally        ,19,Sameera,west,No,2BHK,Apartment
16935,1126,126.0,11254,Narsingi        ,19,Chandra Singh,east,Yes,2BHK,Apartment
16936,880,43.2,4909,Himayat Nagar        ,19,Gtsdilly,east,Yes,2BHK,Apartment
16937,801,48.46,6050,Narayana Puri Colony        ,19,Tanaji,east,Yes,2BHK,Apartment
16938,1535,126.0,8250,Ganga Nagar-Amberpet        ,19,Uday Sharma,east,Yes,3BHK,Apartment
16939,1346,138.0,10286,Nallagandla        ,19,Ranjitpatra Ranjit Patra,east,Yes,3BHK,Apartment
16940,2123,159.0,7497,Bachupally        ,19,Amte Amol Sudhir,east,Yes,3BHK,Apartment
16941,1769,217.0,12267,Nanakramguda        ,19,Surajkumar,east,Yes,3BHK,Apartment
16942,1184,110.0,9372,Kokapet        ,19,Sapphire,east,Yes,2BHK,Apartment
16943,3599,441.0,12272,Patighanpur        ,19,Jaffaraliali.Ja,east,Yes,4BHK,Apartment
16944,1426,80.19,5623,Gundlapochampally        ,19,Reena Makwana,east,Yes,3BHK,Apartment
16945,1254,86.21,6875,Bachupally        ,19,Xobninbox,east,Yes,2BHK,Apartment
16946,1745,130.0,7500,Kompally        ,19,Ashok Reddy Anamareddy,north,No,3BHK,Apartment
16947,510,30.27,5936,Sainikpuri        ,19,Nandini,east,Yes,2BHK,Apartment
16948,1228,74.25,6046,Attapur        ,20,Reena,east,No,3BHK,Apartment
16949,2108,236.0,11230,Maqtha Kousarali        ,11,Pirathan,east,No,4BHK,Apartment
16950,1647,29.28,1778,Sultanpur        ,3,Mazhar Ullah,east,UnKnown,Plot,Plot
16951,4576,519.0,11363,Narsingi        ,4,Chethan V,north,No,4BHK,Apartment
16952,1324,66.22,5002,Bowrampet        ,21,Darshit,east,No,3BHK,Apartment
16953,1500,97.35,6490,Gaytri Arcade        ,24,Chandra Shekar,east,No,3BHK,Apartment
16954,2000,152.0,7649,Rajiv Gandhi Nagar-Borabanda        ,10,Roa,north east,No,3BHK,Apartment
16955,2108,236.0,11230,Maqtha Kousarali        ,11,Pirathan,east,Yes,4BHK,Apartment
16956,1440,125.0,8681,Bandlaguda Jagir        ,23,Arnav Choudhury,east,Yes,2BHK,Apartment
16957,2112,265.0,12547,Kokapet        ,23,Rajni Gupta,east,Yes,3BHK,Apartment
16958,1045,22.0,2105,Rahmathnagar-Sadashivpet        ,25,Mitesh Mehta,east,UnKnown,Plot,Plot
16959,1045,22.0,2105,Eshwar Nagar Colony        ,25,Jyotsna Reddy,east,UnKnown,Plot,Plot
16960,1045,22.0,2105,Ravindra Nagar-Sadashivpet        ,25,Uma Sharma,east,UnKnown,Plot,Plot
16961,3600,158.0,4400,Kistareddypet        ,25,Anjali Verma,east,UnKnown,Plot,Plot
16962,3600,158.0,4400,Patelguda        ,25,Pragya Nair,north east,UnKnown,Plot,Plot
16963,3600,129.0,3600,Patelguda        ,25,Vijay Verma,east,UnKnown,Plot,Plot
16964,1350,59.4,4400,MSNS Sai Ram Nagar        ,25,Babita Sharma,east,UnKnown,Plot,Plot
16965,5062,86.56,1710,Eshwar Nagar Colony        ,25,Seema Sharma,south,UnKnown,Plot,Plot
16966,5062,105.0,2090,Siddapu Colony        ,25,Bhavya Gupta,east,UnKnown,Plot,Plot
16967,1530,17.59,1150,Anantharam        ,25,Heera,east,UnKnown,Plot,Plot
16968,1200,157.0,13109,Maqtha Kousarali        ,24,Gopal Verma,east,Yes,3BHK,Apartment
16969,2158,145.0,6751,Quthbullapur        ,24,Arjun Verma,east,Yes,3BHK,Apartment
16970,2400,280.0,11686,AGI Colony        ,24,Siddharth Rao,north east,No,4BHK,Apartment
16971,1280,115.0,9000,Tarakarama Nagar        ,24,Kailash Rao,east,No,3BHK,Apartment
16972,1566,136.0,8710,Mothi Nagar-Ameerpet        ,24,Kartik,north,Yes,3BHK,Apartment
16973,1480,72.0,4865,Kamala Nagar-Vanasthalipuram        ,24,Vidhya G,east,No,3BHK,Apartment
16974,1475,66.37,4500,Bapuji Nagar-Yapral        ,24,Gaja,north,Yes,3BHK,Apartment
16975,1575,73.71,4680,S V B S Nagar Colony        ,24,Rupesh,east,Yes,3BHK,Apartment
16976,1500,79.65,5310,Vinayakanagar Colony        ,24,Sugriva,west,No,3BHK,Apartment
16977,1496,58.97,3942,Sri Venkataramana Colony        ,24,Prathibha,east,Yes,3BHK,Apartment
16978,1496,58.97,3942,Bhupesh Guptha Nagar        ,24,Tahrun,east,Yes,3BHK,Apartment
